row_id,order_id,order_date,ship_date,ship_mode,customer_id,product_id,country,region,postal_code,sales,quantity,discount,profit
713,US-2017-100048,2017-05-19,2017-05-24,"Standard Class",RS-19765,OFF-AP-10001154,"United States",East,10550,281.34,6,NULL,109.72
714,US-2017-100048,2017-05-19,2017-05-24,"Standard Class",RS-19765,TEC-PH-10003012,"United States",East,10550,307.98,2,NULL,89.31
715,US-2017-100048,2017-05-19,2017-05-24,"Standard Class",RS-19765,TEC-AC-10001606,"United States",East,10550,299.97,3,NULL,113.99
716,CA-2014-153150,2014-07-01,2014-07-06,"Second Class",Dl-13600,OFF-BI-10003355,"United States",West,98105,19.92,5,0.2,6.97
717,CA-2014-130092,2014-01-11,2014-01-14,"First Class",SV-20365,FUR-FU-10000010,"United States",East,19901,9.94,2,NULL,3.08
718,CA-2017-108910,2017-09-24,2017-09-29,"Standard Class",KC-16540,FUR-FU-10002253,"United States",East,43055,103.06,3,0.2,24.48
719,CA-2014-104472,2014-06-02,2014-06-07,"Standard Class",CK-12325,OFF-BI-10001658,"United States",West,84057,59.81,3,0.2,19.44
720,CA-2014-104472,2014-06-02,2014-06-07,"Standard Class",CK-12325,FUR-FU-10000246,"United States",West,84057,73.32,6,NULL,22
721,CA-2016-112942,2016-02-13,2016-02-18,"Standard Class",RD-19810,OFF-PA-10004092,"United States",West,90045,146.82,3,NULL,73.41
722,CA-2016-142335,2016-12-15,2016-12-19,"Standard Class",MP-17965,FUR-TA-10000198,"United States",Central,48205,1652.94,3,NULL,231.41
723,CA-2016-142335,2016-12-15,2016-12-19,"Standard Class",MP-17965,OFF-ST-10000036,"United States",Central,48205,296.37,3,NULL,80.02
724,CA-2014-117429,2014-10-07,2014-10-13,"Standard Class",MR-17545,FUR-FU-10000222,"United States",East,19140,129.92,5,0.2,21.11
725,CA-2016-114713,2016-07-07,2016-07-12,"Standard Class",SC-20695,OFF-SU-10004664,"United States",South,33012,45.58,7,0.2,5.13
726,CA-2017-144113,2017-09-16,2017-09-20,"Standard Class",JF-15355,OFF-EN-10001141,"United States",Central,78745,17.57,2,0.2,6.37
727,CA-2017-144113,2017-09-16,2017-09-20,"Standard Class",JF-15355,TEC-PH-10002170,"United States",Central,78745,55.99,1,0.2,5.6
728,US-2016-150861,2016-12-03,2016-12-06,"First Class",EG-13900,OFF-PA-10001954,"United States",East,11572,182.72,8,NULL,84.05
729,US-2016-150861,2016-12-03,2016-12-06,"First Class",EG-13900,FUR-TA-10002228,"United States",East,11572,400.03,2,0.4,-153.35
730,US-2016-150861,2016-12-03,2016-12-06,"First Class",EG-13900,OFF-ST-10004634,"United States",East,11572,33.63,3,NULL,10.09
731,US-2016-150861,2016-12-03,2016-12-06,"First Class",EG-13900,FUR-CH-10002965,"United States",East,11572,542.65,3,0.1,102.5
732,US-2016-150861,2016-12-03,2016-12-06,"First Class",EG-13900,OFF-LA-10001317,"United States",East,11572,6.3,2,NULL,3.02
733,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,OFF-ST-10000736,"United States",West,98115,242.94,3,NULL,9.72
734,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,TEC-AC-10003610,"United States",West,98115,179.97,3,NULL,86.39
735,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,OFF-BI-10003982,"United States",West,98115,99.7,6,0.2,33.65
736,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,OFF-BI-10003291,"United States",West,98115,27.94,4,0.2,9.43
737,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,FUR-BO-10001619,"United States",West,98115,84.98,1,NULL,18.7
738,CA-2017-131954,2017-01-21,2017-01-25,"Standard Class",DS-13030,OFF-BI-10000138,"United States",West,98115,18.72,5,0.2,6.55
739,CA-2014-132500,2014-09-08,2014-09-12,"Standard Class",GZ-14470,TEC-AC-10001383,"United States",West,94110,49.98,2,NULL,8.5
740,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,OFF-LA-10003223,"United States",Central,60540,11.78,3,0.2,4.27
741,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,OFF-ST-10002743,"United States",Central,60540,272.74,3,0.2,-64.77
742,CA-2014-112326,2014-01-04,2014-01-08,"Standard Class",PO-19195,OFF-BI-10004094,"United States",Central,60540,3.54,2,0.8,-5.49
743,US-2016-146710,2016-08-27,2016-09-01,"Standard Class",SS-20875,OFF-SU-10004498,"United States",Central,75220,51.52,5,0.2,-10.95
745,US-2016-146710,2016-08-27,2016-09-01,"Standard Class",SS-20875,OFF-PA-10004971,"United States",Central,75220,4.62,1,0.2,1.68
747,CA-2014-124429,2014-05-27,2014-05-27,"Same Day",MH-17785,FUR-TA-10002607,"United States",West,92105,567.12,10,0.2,-28.36
748,CA-2014-124429,2014-05-27,2014-05-27,"Same Day",MH-17785,OFF-ST-10001809,"United States",West,92105,359.32,4,NULL,7.19
749,CA-2016-150889,2016-03-20,2016-03-22,"Second Class",PB-19105,TEC-PH-10000004,"United States",Central,60201,11.99,1,0.2,0.9
750,CA-2017-126074,2017-10-02,2017-10-06,"Standard Class",RF-19735,OFF-BI-10003638,"United States",Central,48183,58.05,3,NULL,26.7
751,CA-2017-126074,2017-10-02,2017-10-06,"Standard Class",RF-19735,FUR-FU-10003577,"United States",Central,48183,157.74,11,NULL,56.79
752,CA-2017-126074,2017-10-02,2017-10-06,"Standard Class",RF-19735,OFF-AR-10003478,"United States",Central,48183,56.98,7,NULL,22.79
753,CA-2017-126074,2017-10-02,2017-10-06,"Standard Class",RF-19735,OFF-BI-10000546,"United States",Central,48183,2.88,1,NULL,1.41
754,CA-2016-110499,2016-04-07,2016-04-09,"First Class",YC-21895,TEC-CO-10002095,"United States",West,94110,1199.98,3,0.2,374.99
755,CA-2015-135272,2015-12-07,2015-12-12,"Standard Class",MS-17830,FUR-FU-10002759,"United States",West,90036,79.92,4,NULL,28.77
756,CA-2016-140928,2016-09-18,2016-09-22,"Standard Class",NB-18655,FUR-TA-10001095,"United States",South,32216,383.44,4,0.45,-167.32
757,CA-2014-106803,2014-12-29,2015-01-02,"Standard Class",DC-13285,OFF-ST-10002444,"United States",Central,55016,24.56,2,NULL,6.88
758,CA-2014-106803,2014-12-29,2015-01-02,"Standard Class",DC-13285,TEC-AC-10001267,"United States",Central,55016,119.8,4,NULL,47.92
759,CA-2017-117240,2017-07-23,2017-07-28,"Standard Class",CP-12340,OFF-BI-10000848,"United States",East,10009,13.13,3,0.2,4.27
761,CA-2015-112319,2015-08-31,2015-09-05,"Standard Class",AR-10510,OFF-PA-10003441,"United States",West,90004,58.32,9,NULL,27.99
762,CA-2017-126046,2017-11-03,2017-11-07,"Standard Class",JC-16105,OFF-LA-10004484,"United States",South,30318,12.39,3,NULL,5.7
763,CA-2015-114923,2015-02-08,2015-02-13,"Standard Class",LH-17020,TEC-PH-10003931,"United States",East,43229,107.98,3,0.4,-27
764,CA-2014-162775,2014-01-13,2014-01-15,"Second Class",CS-12250,OFF-EN-10001990,"United States",South,71111,11.36,2,NULL,5.34
765,CA-2014-162775,2014-01-13,2014-01-15,"Second Class",CS-12250,OFF-EN-10001532,"United States",South,71111,50.94,3,NULL,25.47
766,CA-2014-162775,2014-01-13,2014-01-15,"Second Class",CS-12250,TEC-AC-10003174,"United States",South,71111,646.74,6,NULL,258.7
767,CA-2014-162775,2014-01-13,2014-01-15,"Second Class",CS-12250,OFF-BI-10004187,"United States",South,71111,5.64,3,NULL,2.71
768,CA-2014-162775,2014-01-13,2014-01-15,"Second Class",CS-12250,OFF-ST-10000025,"United States",South,71111,572.58,6,NULL,34.35
769,CA-2014-106810,2014-05-14,2014-05-20,"Standard Class",AJ-10795,FUR-FU-10004306,"United States",South,33710,310.88,2,0.2,23.32
770,CA-2016-157245,2016-05-19,2016-05-24,"Standard Class",LE-16810,FUR-CH-10003746,"United States",South,22204,641.96,2,NULL,179.75
771,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,OFF-BI-10001036,"United States",Central,50315,18.28,2,NULL,9.14
772,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,TEC-PH-10004614,"United States",Central,50315,207,3,NULL,51.75
773,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,OFF-BI-10000301,"United States",Central,50315,32.35,5,NULL,16.18
774,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,OFF-BI-10003910,"United States",Central,50315,7.71,1,NULL,3.47
775,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,OFF-AR-10004648,"United States",Central,50315,40.3,2,NULL,10.88
776,CA-2017-104220,2017-01-30,2017-02-05,"Standard Class",BV-11245,FUR-FU-10002597,"United States",Central,50315,34.58,7,NULL,14.52
777,CA-2014-165974,2014-06-29,2014-07-06,"Standard Class",DL-12865,OFF-AR-10003405,"United States",East,45231,32.76,7,0.2,3.69
778,CA-2015-144267,2015-08-21,2015-08-23,"First Class",NZ-18565,FUR-CH-10002335,"United States",West,94110,544.01,3,0.2,40.8
779,CA-2015-144267,2015-08-21,2015-08-23,"First Class",NZ-18565,OFF-PA-10000157,"United States",West,94110,59.94,3,NULL,28.17
780,CA-2015-144267,2015-08-21,2015-08-23,"First Class",NZ-18565,OFF-PA-10001947,"United States",West,94110,23.92,4,NULL,11.72
781,CA-2015-144267,2015-08-21,2015-08-23,"First Class",NZ-18565,OFF-PA-10003657,"United States",West,94110,4.28,1,NULL,1.93
782,US-2015-157014,2015-10-03,2015-10-06,"Second Class",BM-11785,OFF-BI-10001098,"United States",East,43229,32.07,5,0.7,-22.45
783,US-2015-157014,2015-10-03,2015-10-06,"Second Class",BM-11785,TEC-AC-10002167,"United States",East,43229,24,2,0.2,-2.7
784,US-2015-157014,2015-10-03,2015-10-06,"Second Class",BM-11785,FUR-BO-10004409,"United States",East,43229,35.49,1,0.5,-15.62
785,US-2015-157014,2015-10-03,2015-10-06,"Second Class",BM-11785,TEC-AC-10000057,"United States",East,43229,47.98,2,0.2,0.6
786,CA-2015-154921,2015-05-23,2015-05-28,"Standard Class",EA-14035,OFF-EN-10000056,"United States",South,29203,186.69,3,NULL,87.74
787,CA-2017-129567,2017-03-17,2017-03-21,"Second Class",CL-12565,OFF-BI-10000014,"United States",West,93534,17.46,2,0.2,5.89
788,CA-2015-154620,2015-12-12,2015-12-16,"Standard Class",LT-17110,FUR-CH-10004675,"United States",West,93534,348.93,2,0.2,34.89
789,CA-2015-115938,2015-06-26,2015-06-30,"Standard Class",SA-20830,OFF-BI-10001543,"United States",South,23223,143.96,4,NULL,69.1
790,CA-2015-115938,2015-06-26,2015-06-30,"Standard Class",SA-20830,OFF-ST-10001321,"United States",South,23223,15.42,1,NULL,4.16
791,CA-2015-115938,2015-06-26,2015-06-30,"Standard Class",SA-20830,OFF-BI-10001132,"United States",South,23223,43.04,8,NULL,21.09
792,CA-2015-115938,2015-06-26,2015-06-30,"Standard Class",SA-20830,FUR-CH-10003199,"United States",South,23223,332.94,3,NULL,79.91
793,CA-2016-105256,2016-05-20,2016-05-20,"Same Day",JK-15730,TEC-PH-10001530,"United States",South,28806,1363.96,5,0.2,85.25
794,CA-2014-156433,2014-09-20,2014-09-26,"Standard Class",ES-14020,OFF-LA-10001569,"United States",West,94110,9.96,2,NULL,4.58
795,CA-2014-156433,2014-09-20,2014-09-26,"Standard Class",ES-14020,OFF-PA-10003724,"United States",West,94110,21.72,4,NULL,10.64
796,CA-2017-151428,2017-09-21,2017-09-26,"Standard Class",RH-19495,OFF-BI-10000546,"United States",Central,55901,20.16,7,NULL,9.88
797,CA-2015-124653,2015-12-24,2015-12-26,"First Class",DB-13120,OFF-PA-10000176,"United States",East,14609,132.79,7,NULL,63.74
798,CA-2015-124653,2015-12-24,2015-12-26,"First Class",DB-13120,OFF-PA-10002365,"United States",East,14609,12.96,2,NULL,6.22
799,CA-2015-124653,2015-12-24,2015-12-26,"First Class",DB-13120,OFF-LA-10002271,"United States",East,14609,21.56,7,NULL,10.35
800,CA-2015-101910,2015-11-27,2015-12-03,"Standard Class",CD-11920,FUR-CH-10002647,"United States",West,92530,283.92,5,0.2,17.74
801,CA-2017-105809,2017-02-20,2017-02-23,"First Class",HW-14935,FUR-FU-10004090,"United States",West,92105,22.23,1,NULL,7.34
802,CA-2017-105809,2017-02-20,2017-02-23,"First Class",HW-14935,TEC-PH-10001580,"United States",West,92105,215.97,2,0.2,18.9
803,CA-2016-136133,2016-08-18,2016-08-23,"Second Class",HW-14935,OFF-AP-10000576,"United States",East,10024,355.32,9,NULL,99.49
804,CA-2016-115504,2016-03-12,2016-03-17,"Standard Class",MC-18130,OFF-PA-10003953,"United States",South,71203,12.96,2,NULL,6.22
805,CA-2017-135783,2017-04-22,2017-04-24,"First Class",GM-14440,FUR-FU-10000794,"United States",West,94122,18.28,2,NULL,6.22
806,CA-2014-134313,2014-11-01,2014-11-07,"Standard Class",RA-19915,OFF-AR-10001897,"United States",West,80219,43.18,3,0.2,4.32
807,CA-2014-134313,2014-11-01,2014-11-07,"Standard Class",RA-19915,TEC-PH-10001795,"United States",West,80219,1983.97,4,0.2,248
808,CA-2015-140921,2015-02-03,2015-02-05,"First Class",AA-10375,FUR-FU-10003347,"United States",Central,68104,28.4,2,NULL,11.08
809,CA-2015-140921,2015-02-03,2015-02-05,"First Class",AA-10375,TEC-AC-10004901,"United States",Central,68104,149.97,3,NULL,50.99
810,CA-2014-151995,2014-10-13,2014-10-15,"First Class",ZC-21910,OFF-AR-10003190,"United States",West,98026,11.52,4,NULL,3.23
811,CA-2014-151995,2014-10-13,2014-10-15,"First Class",ZC-21910,FUR-TA-10002903,"United States",West,98026,1298.55,5,NULL,311.65
812,CA-2014-151995,2014-10-13,2014-10-15,"First Class",ZC-21910,OFF-AP-10000240,"United States",West,98026,213.92,4,NULL,62.04
813,CA-2014-151995,2014-10-13,2014-10-15,"First Class",ZC-21910,TEC-AC-10001101,"United States",West,98026,25.78,2,NULL,2.58
814,CA-2017-143686,2017-05-14,2017-05-14,"Same Day",PJ-19015,FUR-FU-10000794,"United States",West,92704,18.28,2,NULL,6.22
815,CA-2017-143686,2017-05-14,2017-05-14,"Same Day",PJ-19015,TEC-AC-10001838,"United States",West,92704,1399.93,7,NULL,601.97
816,CA-2015-106565,2015-03-20,2015-03-23,"First Class",BW-11110,OFF-PA-10000061,"United States",Central,53209,51.84,8,NULL,24.88
817,CA-2016-149370,2016-09-15,2016-09-19,"Standard Class",DB-13210,OFF-PA-10003651,"United States",East,19140,5.34,1,0.2,1.87
818,CA-2014-140858,2014-06-28,2014-07-02,"Standard Class",CA-12775,OFF-PA-10000304,"United States",East,19140,41.47,8,0.2,14.52
819,CA-2014-140858,2014-06-28,2014-07-02,"Standard Class",CA-12775,OFF-BI-10003094,"United States",East,19140,3.17,3,0.7,-2.43
820,CA-2014-140858,2014-06-28,2014-07-02,"Standard Class",CA-12775,FUR-CH-10001394,"United States",East,19140,1228.46,5,0.3,NULL
821,CA-2014-140858,2014-06-28,2014-07-02,"Standard Class",CA-12775,OFF-BI-10004230,"United States",East,19140,31.09,3,0.7,-22.8
822,CA-2014-140858,2014-06-28,2014-07-02,"Standard Class",CA-12775,OFF-PA-10003395,"United States",East,19140,335.52,4,0.2,117.43
823,CA-2017-101434,2017-06-20,2017-06-27,"Standard Class",TR-21325,TEC-AC-10002402,"United States",East,7109,239.97,3,NULL,71.99
824,CA-2017-101434,2017-06-20,2017-06-27,"Standard Class",TR-21325,OFF-LA-10003223,"United States",East,7109,9.82,2,NULL,4.81
825,US-2014-102071,2014-05-09,2014-05-15,"Standard Class",PG-18820,TEC-AC-10003441,"United States",West,94110,67.8,4,NULL,4.07
826,US-2014-102071,2014-05-09,2014-05-15,"Standard Class",PG-18820,TEC-AC-10000109,"United States",West,94110,167.97,3,NULL,40.31
827,CA-2017-126956,2017-08-21,2017-08-28,"Standard Class",GT-14710,OFF-FA-10002280,"United States",Central,55044,35,7,NULL,16.8
828,CA-2017-126956,2017-08-21,2017-08-28,"Standard Class",GT-14710,OFF-SU-10000381,"United States",Central,55044,37.24,4,NULL,10.8
829,CA-2017-126956,2017-08-21,2017-08-28,"Standard Class",GT-14710,OFF-EN-10004459,"United States",Central,55044,15.28,2,NULL,7.49
830,CA-2017-129462,2017-06-16,2017-06-21,"Second Class",JE-15745,FUR-CH-10000665,"United States",South,41042,301.96,2,NULL,90.59
831,CA-2017-129462,2017-06-16,2017-06-21,"Second Class",JE-15745,OFF-AP-10003884,"United States",South,41042,180.66,3,NULL,50.58
832,CA-2017-129462,2017-06-16,2017-06-21,"Second Class",JE-15745,TEC-PH-10001557,"United States",South,41042,191.98,2,NULL,51.83
833,CA-2017-129462,2017-06-16,2017-06-21,"Second Class",JE-15745,TEC-PH-10002085,"United States",South,41042,65.99,1,NULL,17.16
834,CA-2016-165316,2016-07-23,2016-07-27,"Standard Class",JB-15400,OFF-AR-10002956,"United States",South,33614,35.22,2,0.2,2.64
835,CA-2016-165316,2016-07-23,2016-07-27,"Standard Class",JB-15400,OFF-AP-10003266,"United States",South,33614,23.7,2,0.2,6.52
836,CA-2016-165316,2016-07-23,2016-07-27,"Standard Class",JB-15400,TEC-MA-10004002,"United States",South,33614,265.48,1,0.5,-111.5
837,US-2014-115987,2014-09-08,2014-09-13,"Second Class",LH-17020,OFF-BI-10001071,"United States",Central,75701,51.18,4,0.8,-79.34
838,US-2017-156083,2017-11-04,2017-11-11,"Standard Class",JL-15175,OFF-PA-10001560,"United States",South,38401,9.66,2,0.2,3.26
839,US-2016-137547,2016-03-07,2016-03-12,"Standard Class",EB-13705,TEC-PH-10002365,"United States",Central,76106,21.07,3,0.2,1.58
840,CA-2015-100454,2015-11-20,2015-11-25,"Standard Class",BM-11650,OFF-AR-10004648,"United States",East,10035,60.45,3,NULL,16.32
841,CA-2015-100454,2015-11-20,2015-11-25,"Standard Class",BM-11650,OFF-AR-10002578,"United States",East,10035,11.52,4,NULL,3.34
842,CA-2015-100454,2015-11-20,2015-11-25,"Standard Class",BM-11650,FUR-BO-10001519,"United States",East,10035,186.05,4,0.2,9.3
843,CA-2016-161669,2016-11-07,2016-11-09,"First Class",EM-14095,OFF-BI-10001294,"United States",West,90036,37.44,4,0.2,11.7
844,CA-2016-161669,2016-11-07,2016-11-09,"First Class",EM-14095,OFF-BI-10001636,"United States",West,90036,26.98,4,0.2,8.77
845,CA-2016-161669,2016-11-07,2016-11-09,"First Class",EM-14095,OFF-SU-10002503,"United States",West,90036,11.36,2,NULL,3.29
846,CA-2016-161669,2016-11-07,2016-11-09,"First Class",EM-14095,OFF-LA-10004093,"United States",West,90036,14.62,2,NULL,6.87
847,CA-2015-114300,2015-10-13,2015-10-17,"Standard Class",AF-10885,TEC-PH-10001552,"United States",South,40214,83.72,7,NULL,23.44
848,CA-2015-114300,2015-10-13,2015-10-17,"Standard Class",AF-10885,FUR-CH-10001891,"United States",South,40214,287.94,3,NULL,77.74
850,CA-2014-107755,2014-02-07,2014-02-12,"Standard Class",CK-12760,TEC-AC-10000710,"United States",East,7036,115.36,7,NULL,49.6
851,CA-2016-152534,2016-06-20,2016-06-25,"Second Class",DP-13105,OFF-AR-10002335,"United States",West,93905,5.16,2,NULL,1.34
852,CA-2016-152534,2016-06-20,2016-06-25,"Second Class",DP-13105,OFF-PA-10001870,"United States",West,93905,38.88,6,NULL,18.66
853,CA-2016-113747,2016-05-28,2016-06-04,"Standard Class",VD-21670,OFF-AR-10003373,"United States",South,39212,185.88,6,NULL,50.19
854,CA-2016-123274,2016-02-19,2016-02-24,"Standard Class",GT-14710,FUR-FU-10004090,"United States",East,10035,44.46,2,NULL,14.67
855,CA-2016-123274,2016-02-19,2016-02-24,"Standard Class",GT-14710,OFF-ST-10000736,"United States",East,10035,242.94,3,NULL,9.72
856,CA-2014-125612,2014-08-03,2014-08-08,"Standard Class",BK-11260,OFF-PA-10001019,"United States",East,10035,39.96,2,NULL,18.78
857,CA-2014-125612,2014-08-03,2014-08-08,"Standard Class",BK-11260,OFF-SU-10002537,"United States",East,10035,102.3,10,NULL,26.6
858,CA-2014-125612,2014-08-03,2014-08-08,"Standard Class",BK-11260,OFF-ST-10003221,"United States",East,10035,21.36,2,NULL,5.77
859,CA-2017-161984,2017-04-10,2017-04-15,"Standard Class",SJ-20125,OFF-PA-10004569,"United States",East,8901,7.61,1,NULL,3.58
860,CA-2017-161984,2017-04-10,2017-04-15,"Standard Class",SJ-20125,OFF-FA-10000624,"United States",East,8901,7.16,2,NULL,3.58
861,CA-2014-133851,2014-06-09,2014-06-16,"Standard Class",CM-12445,OFF-SU-10001225,"United States",West,94122,7.36,2,NULL,0.15
862,CA-2014-133851,2014-06-09,2014-06-16,"Standard Class",CM-12445,OFF-AR-10003752,"United States",West,94122,23.1,2,NULL,10.63
863,CA-2016-134474,2016-01-05,2016-01-07,"Second Class",AJ-10795,TEC-AC-10001714,"United States",South,32216,191.47,6,0.2,40.69
864,CA-2016-134474,2016-01-05,2016-01-07,"Second Class",AJ-10795,OFF-AR-10003958,"United States",South,32216,5.25,2,0.2,0.59
865,CA-2016-134474,2016-01-05,2016-01-07,"Second Class",AJ-10795,TEC-PH-10002923,"United States",South,32216,59.18,2,0.2,5.18
866,CA-2014-149020,2014-01-10,2014-01-15,"Standard Class",AJ-10780,OFF-LA-10004272,"United States",South,22153,2.89,1,NULL,1.36
867,CA-2014-149020,2014-01-10,2014-01-15,"Standard Class",AJ-10780,FUR-FU-10000965,"United States",South,22153,51.94,1,NULL,21.3
868,CA-2016-134362,2016-09-29,2016-10-02,"First Class",LS-16945,OFF-LA-10004853,"United States",East,19140,15.94,4,0.2,5.18
869,CA-2014-136742,2014-04-06,2014-04-10,"Standard Class",GP-14740,OFF-BI-10003719,"United States",East,17602,44.91,6,0.7,-35.93
870,CA-2016-158099,2016-09-03,2016-09-05,"First Class",PK-18910,OFF-BI-10000545,"United States",East,19143,1141.47,5,0.7,-760.98
871,CA-2016-158099,2016-09-03,2016-09-05,"First Class",PK-18910,TEC-PH-10002496,"United States",East,19143,280.78,3,0.4,-46.8
872,CA-2015-131128,2015-10-19,2015-10-20,"First Class",TB-21520,OFF-PA-10003591,"United States",East,3301,34.44,3,NULL,17.22
874,CA-2014-148488,2014-12-10,2014-12-15,"Standard Class",SM-20005,OFF-BI-10000315,"United States",East,10009,106.34,7,0.2,37.22
875,CA-2017-114636,2017-08-25,2017-08-29,"Standard Class",GA-14725,OFF-PA-10001790,"United States",South,28205,192.16,5,0.2,67.26
876,CA-2016-116736,2016-01-17,2016-01-21,"Standard Class",CC-12430,FUR-FU-10004017,"United States",East,3301,322.59,3,NULL,64.52
877,CA-2016-116736,2016-01-17,2016-01-21,"Standard Class",CC-12430,TEC-AC-10003628,"United States",East,3301,29.99,1,NULL,13.2
878,CA-2016-116736,2016-01-17,2016-01-21,"Standard Class",CC-12430,TEC-AC-10002049,"United States",East,3301,371.97,3,NULL,66.95
880,CA-2017-111689,2017-11-30,2017-12-02,"Second Class",HP-14815,OFF-BI-10003984,"United States",East,10024,68.47,3,0.2,23.11
881,CA-2017-111689,2017-11-30,2017-12-02,"Second Class",HP-14815,FUR-CH-10004287,"United States",East,10024,1242.9,5,0.1,262.39
882,CA-2015-129098,2015-10-09,2015-10-13,"Standard Class",DK-13090,OFF-ST-10001321,"United States",South,22153,30.84,2,NULL,8.33
883,US-2017-123463,2017-12-23,2017-12-23,"Same Day",GZ-14470,OFF-AR-10001118,"United States",West,94109,13.48,4,NULL,5.93
884,CA-2016-165148,2016-10-22,2016-10-24,"First Class",PM-19135,FUR-FU-10000732,"United States",Central,48227,31.4,5,NULL,10.05
885,CA-2014-134061,2014-04-29,2014-05-04,"Standard Class",LL-16840,FUR-FU-10001424,"United States",East,14609,17.46,2,NULL,5.94
886,CA-2015-143602,2015-04-25,2015-04-28,"Second Class",JS-15595,OFF-BI-10002071,"United States",West,90045,13.94,3,0.2,4.53
887,CA-2017-115364,2017-06-26,2017-07-02,"Standard Class",OT-18730,OFF-ST-10002486,"United States",West,92105,83.76,12,NULL,1.68
888,CA-2017-150707,2017-10-14,2017-10-19,"Standard Class",EL-13735,OFF-BI-10001078,"United States",East,21044,37.66,7,NULL,18.45
889,CA-2014-104976,2014-12-09,2014-12-16,"Standard Class",CK-12760,OFF-PA-10003845,"United States",West,94122,34.68,6,NULL,16.99
890,CA-2017-132934,2017-06-20,2017-06-26,"Standard Class",JE-15475,TEC-AC-10000927,"United States",East,10801,149.95,5,NULL,15
891,CA-2017-132934,2017-06-20,2017-06-26,"Standard Class",JE-15475,OFF-BI-10001098,"United States",East,10801,51.31,3,0.2,18.6
893,CA-2017-133256,2017-06-26,2017-06-27,"First Class",TH-21550,OFF-AR-10003158,"United States",Central,48227,15.92,4,NULL,5.41
894,CA-2017-133256,2017-06-26,2017-06-27,"First Class",TH-21550,TEC-PH-10002660,"United States",Central,48227,543.92,8,NULL,135.98
895,CA-2016-105494,2016-11-10,2016-11-12,"First Class",PC-18745,OFF-ST-10002205,"United States",West,94122,155.82,7,NULL,42.07
896,CA-2016-105494,2016-11-10,2016-11-12,"First Class",PC-18745,OFF-BI-10003364,"United States",West,94122,70.01,3,0.2,24.5
897,CA-2016-140634,2016-10-03,2016-10-06,"Second Class",HL-15040,OFF-EN-10001099,"United States",Central,77095,15.65,2,0.2,5.09
898,CA-2014-144407,2014-09-09,2014-09-15,"Standard Class",MS-17365,OFF-LA-10003923,"United States",Central,48227,103.6,7,NULL,51.8
899,CA-2017-160983,2017-10-29,2017-10-31,"Second Class",GB-14530,OFF-PA-10002250,"United States",East,13021,46.96,8,NULL,22.54
900,US-2016-114622,2016-04-10,2016-04-12,"First Class",JR-16210,OFF-BI-10004716,"United States",East,45503,8.9,2,0.7,-6.53
901,CA-2017-150959,2017-11-11,2017-11-13,"First Class",TD-20995,OFF-LA-10001045,"United States",Central,75043,10.44,5,0.2,3.39
902,CA-2017-150959,2017-11-11,2017-11-13,"First Class",TD-20995,OFF-BI-10001510,"United States",Central,75043,18.34,4,0.8,-32.09
903,CA-2017-132353,2017-09-15,2017-09-17,"First Class",DB-13060,TEC-PH-10004536,"United States",Central,60653,323.98,3,0.2,20.25
904,CA-2016-130477,2016-04-08,2016-04-12,"Standard Class",LC-17140,OFF-PA-10002947,"United States",West,90032,20.04,3,NULL,9.62
905,CA-2016-130477,2016-04-08,2016-04-12,"Standard Class",LC-17140,OFF-ST-10002583,"United States",West,90032,64.96,2,NULL,2.6
906,CA-2016-130477,2016-04-08,2016-04-12,"Standard Class",LC-17140,OFF-PA-10000019,"United States",West,90032,12.96,2,NULL,6.22
907,CA-2017-143259,2017-12-30,2018-01-03,"Standard Class",PO-18865,FUR-BO-10003441,"United States",East,10009,323.14,4,0.2,12.12
908,CA-2017-143259,2017-12-30,2018-01-03,"Standard Class",PO-18865,TEC-PH-10004774,"United States",East,10009,90.93,7,NULL,2.73
909,CA-2017-143259,2017-12-30,2018-01-03,"Standard Class",PO-18865,OFF-BI-10003684,"United States",East,10009,52.78,3,0.2,19.79
910,CA-2017-137596,2017-09-02,2017-09-07,"Standard Class",BE-11335,TEC-PH-10001494,"United States",Central,49201,1199.8,4,NULL,323.95
911,CA-2017-137596,2017-09-02,2017-09-07,"Standard Class",BE-11335,TEC-AC-10004666,"United States",Central,49201,1928.78,7,NULL,829.38
912,CA-2017-137596,2017-09-02,2017-09-07,"Standard Class",BE-11335,OFF-ST-10003816,"United States",Central,49201,352.38,2,NULL,81.05
913,CA-2015-133627,2015-05-31,2015-06-07,"Standard Class",SC-20050,FUR-FU-10001935,"United States",East,6360,22.2,6,NULL,9.1
